Accession	Protein	Gene	Gene_protein	X152328_BSA_d1_A	X152328_IL13_d1_A	X153087_BSA_d1_A	X153087_IL13_d1_A	X153173_BSA_d2_H	X153173_IL13_d2_H	X153724_BSA_d1_A	X153724_IL13_d1_A	X153741_BSA_d2_H	X153741_IL13_d2_H	X153870_BSA_d1_H	X153870_IL13_d1_H	X154142_BSA_d2_A	X154142_IL13_d2_A	X154417_BSA_d2_A	X154417_IL13_d2_A	X154566_BSA_d1_A	X154566_IL13_d1_A	X154651_BSA_d2_A	X154651_IL13_d2_A	X154711_BSA_d1_A	X154711_IL13_d1_A	X154717_BSA_d1_A	X154717_IL13_d1_A	X154783_BSA_d1_A	X154783_IL13_d1_A	X155404_BSA_d2_H	X155404_IL13_d2_H
G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	GAPDH	GAPDH_G3P	12	13	15	10	11	8	10	9	6	8	16	2	9	11	10	14	11	14	9	9	13	5	11	10	4	8	5	6
GFRP_HUMAN	GTP cyclohydrolase 1 feedback regulatory protein OS=Homo sapiens GN=GCHFR PE=1 SV=3	GCHFR	GCHFR_GFRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GUAD_HUMAN	Guanine deaminase OS=Homo sapiens GN=GDA PE=1 SV=1	GDA	GDA_GUAD	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
GDF15_HUMAN	Growth/differentiation factor 15 OS=Homo sapiens GN=GDF15 PE=2 SV=3	GDF15	GDF15_GDF15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDIA_HUMAN	Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2	GDI1	GDI1_GDIA	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GDIB_HUMAN	Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2	GDI2	GDI2_GDIB	5	3	3	1	3	0	2	2	3	2	3	0	2	0	6	5	3	3	5	3	4	3	3	1	2	3	2	3
GFPT1_HUMAN	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3	GFPT1	GFPT1_GFPT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GGA2_HUMAN	ADP-ribosylation factor-binding protein GGA2 OS=Homo sapiens GN=GGA2 PE=1 SV=3	GGA2	GGA2_GGA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GGCT_HUMAN	Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1	GGCT	GGCT_GGCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GGH_HUMAN	Gamma-glutamyl hydrolase OS=Homo sapiens GN=GGH PE=1 SV=2	GGH	GGH_GGH	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GSLG1_HUMAN	Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2	GLG1	GLG1_GSLG1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
GAPR1_HUMAN	Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3	GLIPR2	GLIPR2_GAPR1	1	0	2	0	1	0	1	0	2	0	2	0	1	1	3	1	2	1	2	1	1	1	1	1	0	0	1	1
LGUL_HUMAN	Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4	GLO1	GLO1_LGUL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GLOD4_HUMAN	Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1	GLOD4	GLOD4_GLOD4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	1	1	1	1	3	0	0	0	1	1
DHE3_HUMAN	"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2"	GLUD1	GLUD1_DHE3	0	2	2	0	0	0	0	0	0	0	2	0	0	0	5	4	0	0	0	1	2	0	0	0	0	0	1	1
GLNA_HUMAN	Glutamine synthetase OS=Homo sapiens GN=GLUL PE=1 SV=4	GLUL	GLUL_GLNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GMPPB_HUMAN	Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2	GMPPB	GMPPB_GMPPB	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GNA11_HUMAN	Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2	GNA11	GNA11_GNA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0
GNAI2_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3	GNAI2	GNAI2_GNAI2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0
GNAI3_HUMAN	Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3	GNAI3	GNAI3_GNAI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNAL_HUMAN	Guanine nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens GN=GNAL PE=1 SV=1	GNAL	GNAL_GNAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAQ_HUMAN	Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4	GNAQ	GNAQ_GNAQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAS1_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens GN=GNAS PE=1 SV=2	GNAS	GNAS_GNAS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GNAS2_HUMAN	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens GN=GNAS PE=1 SV=1	GNAS	GNAS_GNAS2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GBB1_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3	GNB1	GNB1_GBB1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	1	0
GBB2_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3	GNB2	GNB2_GBB2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	3	0	0	0	2	0	5	0	0	0	0	0
GBG12_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3	GNG12	GNG12_GBG12	1	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	1	0	1	1	2	0	0	0	0	0
GNS_HUMAN	N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3	GNS	GNS_GNS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GOLM1_HUMAN	Golgi membrane protein 1 OS=Homo sapiens GN=GOLM1 PE=1 SV=1	GOLM1	GOLM1_GOLM1	3	0	2	0	1	0	0	0	1	0	2	0	2	1	2	2	0	0	1	0	2	0	0	0	0	0	2	0
AATC_HUMAN	"Aspartate aminotransferase, cytoplasmic OS=Homo sapiens GN=GOT1 PE=1 SV=3"	GOT1	GOT1_AATC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	3	0	0	0	0	0	0
AATM_HUMAN	"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3"	GOT2	GOT2_AATM	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
G6PI_HUMAN	Glucose-6-phosphate isomerase OS=Homo sapiens GN=GPI PE=1 SV=4	GPI	GPI_G6PI	3	4	6	5	4	3	2	0	0	2	4	2	0	5	3	8	4	4	4	1	1	3	1	5	0	0	1	2
RAI3_HUMAN	Retinoic acid-induced protein 3 OS=Homo sapiens GN=GPRC5A PE=1 SV=2	GPRC5A	GPRC5A_RAI3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0
GPC5C_HUMAN	G-protein coupled receptor family C group 5 member C OS=Homo sapiens GN=GPRC5C PE=1 SV=2	GPRC5C	GPRC5C_GPC5C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	1	0
GPX1_HUMAN	Glutathione peroxidase 1 OS=Homo sapiens GN=GPX1 PE=1 SV=4	GPX1	GPX1_GPX1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
GRB2_HUMAN	Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1	GRB2	GRB2_GRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GRN_HUMAN	Granulins OS=Homo sapiens GN=GRN PE=1 SV=2	GRN	GRN_GRN	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GELS_HUMAN	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	GSN	GSN_GELS	23	27	21	33	20	32	15	32	20	26	22	12	17	31	20	36	19	44	24	28	18	21	22	34	15	16	19	34
GSHR_HUMAN	"Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2"	GSR	GSR_GSHR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0
GSHB_HUMAN	Glutathione synthetase OS=Homo sapiens GN=GSS PE=1 SV=1	GSS	GSS_GSHB	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	0
GSTA1_HUMAN	Glutathione S-transferase A1 OS=Homo sapiens GN=GSTA1 PE=1 SV=3	GSTA1	GSTA1_GSTA1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	1	0	0	1	0	3	0	0	0	0	0	0	0
GSTA3_HUMAN	Glutathione S-transferase A3 OS=Homo sapiens GN=GSTA3 PE=1 SV=3	GSTA3	GSTA3_GSTA3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTK1_HUMAN	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3	GSTK1	GSTK1_GSTK1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSTO1_HUMAN	Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2	GSTO1	GSTO1_GSTO1	2	2	2	2	1	0	0	0	0	0	2	0	2	0	2	1	2	0	1	0	2	0	1	2	2	2	0	0
GSTP1_HUMAN	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	GSTP1	GSTP1_GSTP1	16	13	12	10	15	9	13	9	14	11	20	0	12	11	16	14	13	9	17	11	13	0	16	15	6	9	11	11
H10_HUMAN	Histone H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3	H1F0	H1F0_H10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
H2AV_HUMAN	Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	H2AFV	H2AFV_H2AV	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H2AY_HUMAN	Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4	H2AFY	H2AFY_H2AY	2	0	1	0	0	0	5	0	0	0	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
H2AW_HUMAN	Core histone macro-H2A.2 OS=Homo sapiens GN=H2AFY2 PE=1 SV=3	H2AFY2	H2AFY2_H2AW	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BFS_HUMAN	Histone H2B type F-S OS=Homo sapiens GN=H2BFS PE=1 SV=2	H2BFS	H2BFS_H2BFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
H33_HUMAN	Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2	H3F3A	H3F3A_H33	2	2	3	3	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	2	0	1	0	0
H3C_HUMAN	Histone H3.3C OS=Homo sapiens GN=H3F3C PE=1 SV=3	H3F3C	H3F3C_H3C	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
HCDH_HUMAN	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=3"	HADH	HADH_HCDH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ECHA_HUMAN	"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2"	HADHA	HADHA_ECHA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ECHB_HUMAN	"Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3"	HADHB	HADHB_ECHB	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
HBA_HUMAN	Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2	HBA1	HBA1_HBA	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBB_HUMAN	Hemoglobin subunit beta OS=Homo sapiens GN=HBB PE=1 SV=2	HBB	HBB_HBB	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDGF_HUMAN	Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=1 SV=1	HDGF	HDGF_HDGF	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
HEBP2_HUMAN	Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1	HEBP2	HEBP2_HEBP2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0
HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3	HECTD1	HECTD1_HECD1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEXA_HUMAN	Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2	HEXA	HEXA_HEXA	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0
HEXB_HUMAN	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=3	HEXB	HEXB_HEXB	3	4	0	0	0	1	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0	2	2	0	0
3HIDH_HUMAN	"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens GN=HIBADH PE=1 SV=2"	HIBADH	HIBADH_3HIDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HID1_HUMAN	Protein HID1 OS=Homo sapiens GN=HID1 PE=1 SV=1	HID1	HID1_HID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HINT1_HUMAN	Histidine triad nucleotide-binding protein 1 OS=Homo sapiens GN=HINT1 PE=1 SV=2	HINT1	HINT1_HINT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
H15_HUMAN	Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3	HIST1H1B	HIST1H1B_H15	0	0	3	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	1	3	1	0	1	0	0	0	1
H12_HUMAN	Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	HIST1H1C	HIST1H1C_H12	2	0	5	0	0	0	3	0	0	0	4	0	0	0	2	0	1	0	0	0	4	3	1	1	0	0	0	0
H13_HUMAN	Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2	HIST1H1D	HIST1H1D_H13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1T_HUMAN	Histone H1t OS=Homo sapiens GN=HIST1H1T PE=2 SV=4	HIST1H1T	HIST1H1T_H1T	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
H2A1B_HUMAN	Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2	HIST1H2AB	HIST1H2AB_H2A1B	0	0	0	0	2	2	0	0	2	2	5	0	2	1	3	3	0	0	1	2	0	0	0	0	0	0	2	2
H2A1D_HUMAN	Histone H2A type 1-D OS=Homo sapiens GN=HIST1H2AD PE=1 SV=2	HIST1H2AD	HIST1H2AD_H2A1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
H2A1H_HUMAN	Histone H2A type 1-H OS=Homo sapiens GN=HIST1H2AH PE=1 SV=3	HIST1H2AH	HIST1H2AH_H2A1H	3	0	1	0	0	0	4	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	0
H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2	HIST1H2BB	HIST1H2BB_H2B1B	0	0	0	0	5	4	0	0	4	3	0	0	2	2	0	4	0	0	3	1	0	0	0	0	0	0	5	3
H2B1C_HUMAN	Histone H2B type 1-C/E/F/G/I OS=Homo sapiens GN=HIST1H2BC PE=1 SV=4	HIST1H2BC	HIST1H2BC_H2B1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
H2B1H_HUMAN	Histone H2B type 1-H OS=Homo sapiens GN=HIST1H2BH PE=1 SV=3	HIST1H2BH	HIST1H2BH_H2B1H	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0
H2B1J_HUMAN	Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3	HIST1H2BJ	HIST1H2BJ_H2B1J	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2B1K_HUMAN	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3	HIST1H2BK	HIST1H2BK_H2B1K	0	5	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	5	0	0	0
H2B1N_HUMAN	Histone H2B type 1-N OS=Homo sapiens GN=HIST1H2BN PE=1 SV=3	HIST1H2BN	HIST1H2BN_H2B1N	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2B1O_HUMAN	Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3	HIST1H2BO	HIST1H2BO_H2B1O	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
H31_HUMAN	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	HIST1H3A	HIST1H3A_H31	0	0	0	0	0	0	6	0	0	0	4	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
H4_HUMAN	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	HIST1H4A	HIST1H4A_H4	6	3	7	4	4	4	7	3	3	2	10	1	4	6	11	7	3	5	5	6	9	3	4	6	3	5	7	7
H2A2C_HUMAN	Histone H2A type 2-C OS=Homo sapiens GN=HIST2H2AC PE=1 SV=4	HIST2H2AC	HIST2H2AC_H2A2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
H2B2E_HUMAN	Histone H2B type 2-E OS=Homo sapiens GN=HIST2H2BE PE=1 SV=3	HIST2H2BE	HIST2H2BE_H2B2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
H2B2F_HUMAN	Histone H2B type 2-F OS=Homo sapiens GN=HIST2H2BF PE=1 SV=3	HIST2H2BF	HIST2H2BF_H2B2F	0	0	5	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
H32_HUMAN	Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	HIST2H3A	HIST2H3A_H32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
H31T_HUMAN	Histone H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3	HIST3H3	HIST3H3_H31T	0	0	0	0	2	0	0	0	2	0	0	0	2	2	4	0	0	0	0	3	0	0	0	0	0	0	2	2
HXK1_HUMAN	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3	HK1	HK1_HXK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1A24_HUMAN	"HLA class I histocompatibility antigen, A-24 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2"	HLA-A	HLA-A_1A24	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1B73_HUMAN	"HLA class I histocompatibility antigen, B-73 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1"	HLA-B	HLA-B_1B73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1C07_HUMAN	"HLA class I histocompatibility antigen, Cw-7 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=3"	HLA-C	HLA-C_1C07	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2B11_HUMAN	"HLA class II histocompatibility antigen, DRB1-1 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=2"	HLA-DRB1	HLA-DRB1_2B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HLAH_HUMAN	"Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens GN=HLA-H PE=5 SV=3"	HLA-H	HLA-H_HLAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HEM3_HUMAN	Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2	HMBS	HMBS_HEM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGA1_HUMAN	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	HMGA1	HMGA1_HMGA1	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	2	1	1	0	0	0	0
HMGA2_HUMAN	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	HMGA2	HMGA2_HMGA2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1_HUMAN	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	HMGB1	HMGB1_HMGB1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3_HUMAN	High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4	HMGB3	HMGB3_HMGB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGN2_HUMAN	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	HMGN2	HMGN2_HMGN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	HNRNPA1	HNRNPA1_ROA1	1	2	3	0	1	0	1	0	0	0	2	1	2	0	0	2	1	1	1	0	1	1	0	2	0	0	1	0
RA1L2_HUMAN	Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2	HNRNPA1L2	HNRNPA1L2_RA1L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	HNRNPA2B1	HNRNPA2B1_ROA2	3	4	3	2	1	1	2	0	0	0	5	1	0	0	3	2	0	2	0	1	3	1	0	3	0	0	1	1
ROA3_HUMAN	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	HNRNPA3	HNRNPA3_ROA3	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
ROAA_HUMAN	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2	HNRNPAB	HNRNPAB_ROAA	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
HNRPC_HUMAN	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=1 SV=4	HNRNPC	HNRNPC_HNRPC	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
